Filter Wave Flux F_er
GALEX:FUV 0.1529007283113174 0.0008950000046752393 8.3e-05
GALEX:NUV 0.23119646641474512 0.0013299999991431832 0.00012
SDSS:g' 0.48199694202385923 0.003800000064074993 2e-05
SDSS:r' 0.6246977662012919 0.014100000262260437 0.0003
SDSS:i' 0.7634912086792645 0.027799999341368675 0.0013
SDSS:u 0.3519021246126397 0.001372812968513699 0.0005046651
SDSS:g 0.4819969420238592 0.004184684142944063 0.002112492
SDSS:r 0.6246977662012918 0.025081791065341957 0.0050269463
SDSS:i 0.7634912086792647 0.029151137956649194 0.009070988
SDSS:z 0.9017941824088559 0.03519197782250103 0.014049326
2MASS:J 1.239016606050587 0.314249998703599 0.03360357
2MASS:H 1.649477072902339 0.40857272112572735 0.047712997
2MASS:Ks 2.1637853338145083 0.2850000038743019 0.042685594
WISE:W1 3.3500107051067167 0.22300000323189628 0.04627094
WISE:W2 4.600019302768061 0.3027777738041348 0.044665422
WISE:W3 11.559823320737253 1.300000011920929 0.2236068
WISE:W4 22.090668189521775 5.230000078678131 0.5870264
IRAS:12 11.59021333024047 2.271999979019165 0.5761076
IRAS:25 23.880234028994742 7.154000186920166 1.4132941
IRAS:60 61.84986032885641 66.56000213623047 15.870413
IRAS:100 101.94941780588996 104.2 20.880613
Spitzer/MIPS:24 23.674678828081813 6.670000076293945 0.62
:=1.4GHz 214137.47000000003 0.38019999861717224 0.024289917
"FUV (GALEX)" 0.15373972205128206 0.0005085000000000001 0.0001000361739572241
"NUV (GALEX)" 0.23239725426356592 0.001024 0.00010416609045173961
"u (SDSS) AB" 0.3552043341232228 0.0148 0.000682
"g (SDSS) AB" 0.46842571562499996 0.05215 0.003420526275297414
"r (SDSS) AB" 0.6168569094650206 0.137 0.00633
"i (SDSS) AB" 0.747612114713217 0.229 0.0105
"z (SDSS) AB" 0.8922394583333333 0.3165 0.020671236053995415
"J (2MASS) AB" 1.2337138189300412 0.5745 0.03742098341839776
"H (2MASS) AB" 1.6472113076923076 0.81 0.0373
"Ks (2MASS) AB" 2.156780273381295 0.739 0.0481581768757913
"12 microns (IRAS)" 11.99169832 2.665 0.3489942692939241
"25 microns (IRAS)" 24.982704833333333 7.3975 0.7239495838799826
"60 microns (IRAS)" 59.958491599999995 67.05000000000001 8.147187551541943
"100 microns (IRAS)" 99.93081933333333 105.75 12.154662150796295
1.4GHz 214137.47 0.374 0.014
